playerid,firstname,surname,playerjerseyname,commonname,overallrating,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,gkglovetypecode,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role3
278063,,,,,66,36,35,60201,0,3,287,63,1,78,0,0,0,61,0,225,20,-1,51,56,0,0,0,65,7,0,18,31,64,72,11,0,54,60,224001,61,2027,61,70,15,0,0,1530,70,64,0,170,3,0,18,35,51,152596,23,0,0,70,38,62,0,1,65,0,2,0,0,84,0,278063,13,22,1,66,63,2,0,0,0,0,34,75,62,43,0,0,0,11,3,0,0,0,161029,1,0,129,1,0,4,44,2,0,47,16860,0,13,0,2,0,62,5,0,0,501,3,0,0,5,2,0,0,30,0,7,0,69,21,0,12,64,0,0,3,413,413,0,33
278064,,,,,64,9,10,60201,1,21,289,59,1,58,0,0,0,46,0,161,63,-1,62,39,0,0,0,24,7,0,60,31,67,71,15,0,63,45,224001,58,2026,28,56,63,0,0,1524,57,66,0,181,3,0,-1,60,29,152322,7,0,0,57,63,24,0,2,71,0,2,0,0,66,0,278064,11,60,1,62,31,1,0,0,0,0,64,58,61,55,0,0,2,13,9,0,0,0,161021,1,0,129,2,0,2,61,3,0,67,23513,0,14,0,1,0,28,5,0,0,501,4,0,0,5,0,0,0,30,0,2,0,62,58,0,-1,23,0,0,21,4293,4293,0,0
278065,,,,,65,15,11,70000,0,0,0,36,1,45,0,0,0,35,0,240,69,-1,45,43,0,0,0,39,13,0,66,31,35,80,5,0,58,61,220001,42,2028,30,40,69,0,0,1008,45,69,0,182,3,0,10,75,77,154007,5,0,0,44,69,53,0,0,77,0,2,0,0,60,0,278065,11,67,1,46,31,1,0,0,0,0,63,65,42,65,0,0,0,8,9,0,0,6,160988,1,0,136,1,0,3,75,3,0,62,32991,0,8,0,1,0,37,9,0,0,503,3,0,0,9,0,0,0,30,0,2,0,67,65,0,-1,33,0,0,0,33531,32910,0,0
278067,,,,,50,0,3,60201,0,0,0,33,1,60,0,0,0,47,0,109,48,-1,36,29,0,0,0,26,13,0,45,31,39,61,14,0,44,39,220001,37,2025,25,44,46,0,0,1037,45,75,0,177,3,0,-1,55,44,154194,3,0,0,39,53,32,0,0,71,0,2,0,0,67,0,278067,15,44,1,41,26,1,0,0,0,0,49,76,38,41,0,0,2,14,9,0,0,0,161030,1,0,25,1,0,2,55,4,0,53,37550,0,7,0,1,0,28,8,0,0,503,3,0,0,8,0,0,0,30,0,2,0,75,41,0,-1,23,0,0,0,28590,28590,0,0
278069,,,,,74,38,39,2150301,0,21,35,76,1,72,0,0,0,70,0,200,35,-1,75,74,2,0,0,80,9,0,20,31,74,80,11,0,67,74,224001,79,2028,70,77,32,0,0,1523,75,80,0,179,3,0,16,61,113,152401,27,0,0,74,63,80,17104937,1,71,0,2,0,0,77,0,278069,15,32,1,72,77,3,0,0,0,0,62,73,75,56,0,0,0,8,9,0,0,8,161028,0,0,81,1,0,4,68,3,0,67,22767,0,8,0,2,0,74,2,0,0,501,3,0,0,6,1,16,0,30,0,2,1,77,30,0,-1,71,1,0,0,29228,29228,0,30
278070,,,,,61,12,11,60201,0,0,38,31,1,59,0,0,0,25,0,225,60,-1,51,45,0,0,0,29,6,0,61,13,33,68,6,0,51,54,223101,33,2025,28,53,62,0,1,1502,54,62,0,186,0,0,-1,70,1,152858,5,0,0,52,67,47,0,0,74,0,2,0,0,58,0,278070,11,60,1,55,27,1,0,0,0,0,67,54,43,58,0,0,0,10,9,0,0,16,160602,1,0,48,2,0,2,64,3,0,61,6826,0,14,0,1,0,33,3,0,0,500,3,0,0,3,1,0,0,0,0,5,0,58,59,0,-1,24,0,0,0,9138,6826,0,0
278071,,,,,63,0,1,2150301,1,6,246,12,1,29,0,0,0,6,0,686,11,-1,37,13,0,0,0,8,65,0,6,31,10,72,64,0,48,35,223101,54,2025,5,12,11,0,0,52,64,18,0,187,3,0,-1,50,79,153597,0,0,0,25,63,53,0,0,75,0,2,0,0,23,0,278071,70,25,1,36,10,0,0,0,0,0,20,30,70,10,0,0,1,63,9,0,0,0,160987,1,0,45,1,0,3,48,4,2,21,2665,0,63,0,0,0,63,3,0,8,503,2,0,0,3,0,0,0,30,0,5,0,65,5,0,-1,9,0,0,6,31197,86,2671,0
278072,,,,,57,0,11,1170502,0,6,35,39,1,63,0,0,0,25,0,646,60,-1,65,43,0,0,0,29,9,0,56,31,34,75,14,0,52,47,223101,42,2025,28,43,59,0,0,68,47,64,0,192,0,0,-1,68,51,154422,5,0,0,45,64,44,0,0,75,0,2,0,0,48,0,278072,13,57,1,52,30,1,0,0,0,0,53,60,47,55,0,0,0,7,9,0,0,0,160967,1,0,48,1,0,3,65,4,0,65,1545,0,8,0,1,0,32,2,0,0,501,3,0,0,2,1,0,0,30,0,4,0,62,56,0,-1,27,0,0,3,40324,1553,0,0
278073,,,,,57,0,7,60201,0,2,0,66,1,69,0,0,0,51,0,667,55,-1,53,35,0,0,0,36,6,0,48,31,59,70,10,0,53,48,223101,45,2025,32,56,51,0,0,2016,55,74,0,180,3,0,-1,50,51,153795,7,0,0,50,54,59,0,0,70,0,2,0,0,65,0,278073,8,50,1,55,55,1,0,0,0,0,59,71,54,49,0,0,2,10,3,0,0,0,160992,1,0,50,2,0,3,55,2,0,59,37388,0,11,0,1,0,39,1,0,0,501,2,0,0,1,2,0,0,30,0,2,0,73,46,0,-1,33,0,0,5,8826,8826,0,0
278074,,,,,62,0,23,2150301,0,0,0,51,1,77,0,0,0,52,0,118,27,-1,52,44,0,0,0,44,14,0,22,22,60,65,5,0,48,48,224001,57,2026,45,67,31,0,0,1547,65,86,0,170,3,0,23,35,1,152064,12,0,0,62,41,52,0,0,63,0,2,0,0,84,0,278074,14,26,1,57,45,2,0,0,0,0,35,84,56,38,0,0,1,7,3,0,0,0,160421,1,0,52,1,0,3,46,2,0,58,743,0,10,0,1,0,47,4,0,0,502,3,0,0,4,2,0,0,4,0,8,0,85,21,0,-1,47,0,0,0,26188,26188,0,0
278075,,,,,70,9,10,2150301,0,0,246,46,1,72,0,0,0,61,0,662,66,-1,69,32,0,0,0,34,12,0,72,31,67,79,6,0,66,61,223101,65,2028,31,71,64,0,0,606,70,74,0,179,3,0,16,52,57,153167,7,0,0,70,57,50,0,0,70,0,2,0,0,69,0,278075,15,63,1,71,26,2,0,0,0,0,48,77,65,54,0,0,2,12,3,0,0,0,161019,1,0,20,2,0,2,63,3,0,71,16734,0,14,0,1,0,37,3,0,0,500,3,0,0,3,2,0,0,30,0,1,0,75,58,0,-1,27,0,0,0,3159,3159,0,27
278076,,,,,62,33,22,70000,0,5,0,70,1,75,0,0,0,55,0,672,58,-1,62,65,2,0,0,71,10,0,50,14,63,73,7,0,60,64,223101,62,2026,52,68,57,0,0,2510,69,65,0,181,3,0,18,63,2,153233,14,0,0,70,60,70,0,2,77,0,2,0,0,67,0,278076,10,50,1,63,74,1,0,0,0,0,53,74,64,38,0,0,0,11,3,0,0,8,161026,1,0,27,1,0,3,58,3,0,59,25472,0,7,0,2,0,60,1,0,0,502,3,0,0,1,2,0,0,3,0,1,0,69,45,0,-1,54,0,0,5,4471,4471,0,0
278077,,,,,63,31,18,60201,0,2,0,50,1,79,0,0,0,57,0,147,41,-1,68,47,0,0,0,43,12,0,47,18,48,79,10,0,75,58,223101,65,2028,47,57,44,0,0,1526,64,70,0,180,3,0,18,37,1,153846,14,0,0,65,47,51,0,1,72,0,2,0,0,79,0,278077,13,42,1,73,44,1,0,0,0,0,58,68,63,35,0,0,0,13,6,0,0,9,161132,1,0,27,1,0,2,37,4,0,59,31886,0,14,0,1,0,48,1,0,0,503,3,0,0,1,2,26,0,18,0,1,0,69,42,0,-1,48,1,0,2,12334,12334,0,0
278086,,,,,67,0,11,1170502,0,6,0,33,1,58,0,0,0,23,0,220,68,-1,41,45,0,0,0,27,10,0,66,31,25,67,14,0,66,47,223101,29,2025,28,54,66,0,1,1533,56,62,0,188,3,0,-1,78,51,150590,5,0,0,57,73,38,0,0,75,0,2,0,0,65,0,278086,9,67,1,61,38,1,0,0,0,0,66,62,42,65,0,0,0,6,3,0,0,16,161033,1,0,52,1,0,2,76,3,0,68,22658,0,12,0,1,0,31,3,0,0,501,3,0,0,3,2,0,0,30,0,5,0,62,67,0,-1,32,0,0,6,24551,24551,0,0
278087,,,,,65,13,12,60201,0,19,0,31,1,55,0,0,0,27,0,236,67,-1,51,35,0,0,0,29,9,0,61,31,25,75,8,0,62,46,223101,29,2026,25,46,62,0,0,3508,51,69,0,191,3,0,-1,80,245,153460,5,0,0,54,74,37,0,0,77,0,2,0,0,62,0,278087,12,64,1,59,30,1,0,0,0,0,62,72,42,64,0,0,0,9,3,0,0,0,161033,1,0,39,2,0,2,81,4,0,69,24590,0,10,0,1,0,29,2,0,0,501,3,0,0,2,2,0,0,30,0,5,0,70,63,0,-1,30,0,0,19,16534,16534,0,0
278089,,,,,67,0,1,120102,0,4,0,17,1,20,0,0,0,11,0,600,17,-1,14,15,0,0,0,14,66,0,12,0,18,71,70,0,62,15,122101,15,2025,13,12,11,0,0,5502,70,16,0,168,3,0,-1,30,1,152785,0,0,1,11,68,47,0,0,60,0,2,0,0,25,1,278089,63,17,1,13,16,0,0,0,0,0,19,18,63,12,0,0,1,65,1,0,0,0,159325,1,0,34,1,0,2,36,2,0,16,22444,0,68,0,0,0,65,3,0,10,500,2,0,0,3,0,0,0,0,0,8,0,66,11,0,-1,18,0,0,5,27770,27770,0,0
278093,,,,,60,0,31,60201,0,3,35,62,1,75,0,0,0,55,0,3,39,-1,52,52,0,0,0,52,10,0,29,31,56,76,14,0,56,62,224001,59,2026,53,68,38,0,0,606,68,57,0,169,3,0,-1,33,72,154378,18,0,0,66,37,60,0,1,60,0,2,0,0,89,0,278093,7,38,1,58,56,2,0,0,0,0,48,68,57,42,0,0,0,13,9,0,0,0,160967,1,0,18,2,0,3,37,4,0,36,26026,0,8,0,2,0,54,4,0,0,503,3,0,0,4,2,0,0,30,0,7,0,62,42,0,-1,55,0,0,21,4301,4301,0,0
278094,,,,,59,0,1,2150301,0,21,0,14,1,21,0,0,0,5,0,1,12,-1,24,19,0,0,0,8,60,0,9,31,10,76,60,0,58,40,220001,26,2025,7,7,11,0,0,1004,60,22,0,190,1,0,-1,62,49,154401,0,0,0,12,56,41,0,2,80,0,2,0,0,22,0,278094,55,25,1,21,10,0,0,0,0,0,27,27,55,13,0,0,1,57,9,1,0,0,160602,1,0,18,1,0,3,54,2,0,18,18753,0,56,0,0,0,57,9,0,139,500,3,0,0,9,2,0,0,30,0,5,0,60,7,0,-1,6,0,0,21,4247,4247,0,0
278096,,,,,60,15,14,2150301,0,6,0,51,0,69,0,0,0,48,0,111,59,-1,65,49,0,0,0,45,11,0,55,31,49,76,6,0,58,53,223101,60,2028,42,62,56,0,0,2503,63,51,0,172,3,0,14,42,43,153881,10,0,0,64,50,57,0,0,71,0,2,0,0,78,0,278096,11,55,1,68,44,1,0,0,0,0,67,62,60,52,0,0,1,11,9,0,0,0,160967,1,0,27,1,0,3,46,3,0,52,22526,0,9,0,2,0,46,1,0,0,502,2,0,0,1,2,0,0,30,0,2,0,56,51,0,-1,33,0,0,6,1842,1842,0,20
278097,,,,,64,18,31,60201,0,6,0,55,1,73,0,0,0,59,0,289,40,-1,64,54,0,0,0,56,14,0,31,31,51,78,6,0,59,66,223101,64,2026,61,65,38,0,0,0,67,67,0,178,3,0,14,44,44,154094,18,0,0,66,47,55,0,1,70,1,2,0,0,78,0,278097,9,38,1,66,54,2,4,0,0,0,42,67,61,42,0,0,0,15,5,3,0,0,160582,0,0,14,1,0,3,42,3,0,58,13333,0,9,0,2,0,58,3,0,0,503,3,0,0,1,2,0,0,30,0,1,0,67,40,0,-1,50,0,0,0,10418,10418,0,0
278098,,,,,57,0,11,60201,0,4,0,34,1,49,0,0,0,24,0,83,59,-1,36,46,0,0,0,27,11,0,58,31,37,75,15,0,51,48,223101,38,2027,24,32,56,0,0,2022,41,58,0,185,3,0,-1,65,39,154147,5,0,0,46,60,42,0,0,70,1,2,0,0,50,0,278098,9,58,1,44,31,1,1,0,0,0,55,55,39,59,0,0,0,10,2,0,0,0,160571,0,0,14,1,0,2,63,4,0,52,18959,0,13,0,1,0,30,3,0,0,502,3,0,0,1,0,0,0,30,0,4,0,57,58,0,-1,32,0,0,4,6626,6626,0,0
278099,,,,,60,0,1,60201,1,6,36,9,1,39,0,0,0,9,0,513,11,-1,22,16,0,0,0,8,58,0,15,23,12,63,64,0,48,32,223101,33,2025,8,12,15,0,0,2512,64,36,0,184,3,0,-1,50,1,151662,0,0,0,27,60,46,0,2,78,0,2,0,0,42,0,278099,61,36,1,23,13,0,0,0,0,0,27,36,61,13,0,0,1,61,9,3,0,0,161034,1,0,27,1,0,1,49,4,0,21,24086,0,60,0,0,0,61,2,0,131,503,3,0,0,2,2,0,0,11,0,2,0,58,9,0,-1,8,0,0,6,30275,30275,0,0
278100,,,,,56,0,11,60201,1,21,0,34,1,41,0,0,0,35,0,113,58,-1,36,43,0,0,0,27,7,0,54,31,38,69,15,0,54,46,220001,34,2025,24,40,57,0,0,1007,43,66,0,188,3,0,3,69,160,153582,5,0,0,43,63,48,0,0,74,1,2,0,0,61,0,278100,13,56,1,46,30,1,2,0,0,0,55,62,39,54,0,0,0,12,9,0,0,0,160237,0,0,14,1,0,2,63,2,0,57,21948,0,6,0,1,0,31,10,0,0,501,3,0,0,9,2,0,0,30,0,4,0,64,54,0,-1,29,0,0,21,21216,21216,0,0
278101,,,,,60,0,41,60201,0,6,0,49,1,72,0,0,0,60,0,291,23,-1,37,62,0,0,0,59,5,0,16,31,39,79,10,0,58,56,223101,51,2027,63,57,27,0,0,1,59,71,0,181,3,0,-1,51,112,154178,25,0,0,57,53,60,0,0,70,0,2,0,0,72,0,278101,12,24,1,49,34,1,3,0,0,0,55,73,45,57,0,0,0,11,2,0,0,0,160967,0,0,35,2,0,3,62,2,0,54,6209,0,10,0,1,0,61,2,0,0,501,3,0,0,1,0,0,0,30,0,1,0,72,17,0,-1,55,0,0,0,24330,24330,0,0
278102,,,,,58,3,23,60201,0,0,247,57,1,68,0,0,0,49,0,390,27,23,45,57,0,0,0,49,7,0,22,31,59,75,10,0,47,56,220001,56,2025,47,61,23,0,0,1019,61,76,0,177,3,0,3,38,44,154121,12,0,0,60,42,61,0,1,73,1,2,0,0,70,0,278102,14,29,1,52,48,1,2,0,0,0,41,71,53,41,0,0,1,6,9,0,0,0,160782,0,0,14,1,0,2,40,3,0,51,13511,0,6,0,1,0,51,10,0,0,503,3,0,0,9,2,0,0,30,0,2,0,74,35,0,-1,52,0,0,0,20263,20263,0,0
278105,,,,,61,30,42,60201,0,12,16,49,1,74,0,0,0,62,0,240,23,-1,45,57,0,0,0,56,13,0,35,31,52,75,7,0,60,59,224001,58,2025,62,62,18,0,0,1016,63,74,0,187,3,0,16,60,431,153776,25,0,0,63,59,62,0,2,67,0,2,0,0,61,0,278105,9,28,1,57,41,1,0,0,0,0,51,71,53,54,0,0,0,11,3,0,0,8,161029,1,0,14,1,0,2,65,2,0,63,23748,0,8,0,1,0,60,7,0,0,502,3,0,0,7,0,9,0,30,0,4,0,73,22,0,-1,57,0,0,0,26332,26332,0,0
278107,,,,,67,3,23,2150301,0,21,29,63,1,77,0,0,0,59,0,299,64,-1,59,37,0,0,0,51,14,0,61,31,72,78,13,0,65,63,224001,66,2026,58,70,59,0,0,1002,69,75,0,174,3,0,3,55,113,153498,12,0,0,65,60,54,0,1,72,0,2,0,0,78,0,278107,10,61,1,65,60,1,0,0,0,0,71,74,65,52,0,0,1,14,9,0,0,6,161034,1,0,7,1,0,3,63,3,0,62,0,0,11,0,2,0,54,7,0,0,501,3,0,0,7,0,0,0,30,0,2,0,75,60,0,23,38,0,0,0,6230,6230,0,0
278110,,,,,70,19,15,60201,0,19,243,53,1,62,0,0,0,34,0,672,67,5,70,54,0,0,0,51,6,0,71,31,51,74,6,0,68,56,223101,69,2028,53,58,61,0,1,53,61,68,0,188,3,0,14,73,113,151877,10,0,0,63,73,59,4096,0,75,0,2,0,0,70,0,278110,13,69,1,74,52,1,0,0,0,0,71,64,66,72,0,0,1,7,1,0,0,16,161032,1,0,10,1,0,3,78,4,0,74,25549,0,8,0,1,64,52,2,0,0,501,3,0,0,2,2,0,0,30,0,5,0,66,70,0,-1,44,0,0,5,42007,42007,0,0
278111,,,,,61,27,33,60201,0,5,0,57,1,74,0,0,0,54,0,150,44,12,57,47,0,0,0,51,14,0,43,31,52,70,11,0,61,63,223101,58,2025,57,61,38,0,0,1522,63,72,0,178,3,0,16,61,432,153207,18,0,0,62,61,54,0,1,70,0,2,0,0,67,0,278111,14,41,1,63,48,2,0,0,0,0,47,74,58,42,0,0,0,14,3,0,0,0,161034,1,0,39,1,0,3,58,2,0,74,32091,0,8,0,1,0,55,2,0,0,502,3,0,0,2,2,0,0,30,0,2,0,73,37,0,-1,57,0,0,6,34783,34783,0,0
278112,,,,,53,0,1,60201,0,19,0,10,1,32,0,0,0,5,0,65,11,-1,21,12,0,0,0,9,58,0,13,17,12,66,53,0,36,22,223101,21,2026,6,9,8,0,0,9,53,37,0,189,1,0,-1,60,2,154704,0,0,0,12,47,44,0,0,80,0,2,0,0,36,0,278112,58,33,1,22,12,0,0,0,0,0,25,31,58,12,0,0,1,59,10,0,0,0,160616,1,0,37,1,0,2,52,3,0,27,25689,0,47,0,0,0,59,1,0,1,502,3,0,0,1,2,0,0,4,0,4,0,58,9,0,-1,5,0,0,19,30122,30122,0,0
278113,,,,,67,14,18,70000,0,20,35,49,1,71,0,0,0,62,0,65,65,-1,70,48,0,0,0,64,7,0,60,31,41,76,8,0,70,64,223101,63,2026,58,70,62,0,0,526,69,70,0,176,3,0,10,58,83,153218,14,0,0,66,63,56,65536,0,75,0,2,0,0,72,0,278113,14,61,1,71,43,2,0,0,0,0,70,70,61,51,0,0,0,6,9,0,0,0,159506,1,0,23,1,0,3,61,3,0,68,25567,0,8,0,2,0,58,1,0,0,502,3,0,0,1,2,0,0,30,0,2,0,70,61,0,-1,42,0,0,20,19404,19404,0,0
278119,,,,,63,0,41,60201,0,0,285,48,1,57,0,0,0,60,0,390,17,-1,40,70,0,0,0,63,8,0,15,31,43,78,10,0,57,58,220001,53,2028,65,67,22,0,0,1038,65,75,0,180,3,0,-1,58,44,154298,25,0,0,67,52,59,0,0,72,0,2,0,0,66,0,278119,14,22,1,57,42,1,0,0,0,0,31,70,50,67,0,0,0,10,9,0,0,0,160988,1,0,136,1,0,4,68,4,0,55,16374,0,12,0,2,0,62,10,0,0,503,3,0,0,10,0,0,0,30,0,2,0,73,18,0,-1,45,0,0,0,33531,16320,0,0
278121,,,,,58,0,11,2150301,0,0,0,53,1,65,0,0,0,48,0,179,57,-1,58,30,0,0,0,18,7,0,54,31,42,74,9,0,58,68,224001,55,2025,22,45,55,0,0,549,50,70,0,184,0,0,-1,64,49,154184,5,0,0,48,63,38,0,0,72,0,2,0,0,52,0,278121,12,57,1,55,25,1,0,0,0,0,67,74,51,53,0,0,0,10,9,0,0,0,160967,1,0,14,1,0,3,67,2,0,57,35311,0,15,0,1,0,27,4,0,0,500,2,0,0,4,0,0,0,30,0,1,0,72,62,0,-1,35,0,0,3,0,0,0,0
278126,,,,,65,0,14,40101,0,3,0,46,1,62,0,0,0,45,0,1070,68,-1,62,46,0,0,0,27,15,0,65,31,48,78,11,0,65,51,220001,62,2026,30,49,65,0,0,2021,56,57,0,189,3,0,14,66,160,154240,10,0,0,64,63,52,0,0,79,0,2,0,0,50,0,278126,10,65,1,66,45,1,0,0,0,0,58,55,59,58,0,0,1,14,2,0,0,0,161547,1,0,45,2,0,3,63,4,0,62,47820,0,8,0,2,0,35,2,0,0,501,4,0,0,1,0,0,0,30,0,5,0,56,65,0,-1,22,0,0,3,47821,47822,47822,0
278129,,,,,55,0,11,2150301,0,0,0,27,1,43,0,0,0,26,0,698,62,-1,32,39,0,0,0,20,10,0,56,12,29,68,14,0,46,43,223101,29,2028,24,35,65,0,0,24,40,53,0,180,0,0,-1,61,1,154695,5,0,0,41,58,48,0,0,72,0,2,0,0,67,0,278129,6,59,1,34,28,1,0,0,0,0,45,57,31,51,0,0,0,8,9,0,0,0,161020,1,0,48,1,0,2,58,3,0,64,15114,0,7,0,1,0,29,2,0,0,503,3,0,0,2,0,0,0,20,0,1,0,55,58,0,-1,28,0,0,0,37498,37498,0,0
278131,,,,,52,0,7,60201,0,3,35,28,1,65,0,0,0,44,0,79,45,-1,25,38,0,0,0,26,6,0,50,31,44,69,5,0,44,33,224001,32,2026,31,51,50,0,0,1003,50,83,0,174,3,0,-1,44,110,154331,7,0,0,42,48,25,0,2,68,0,2,0,0,77,0,278131,7,44,1,32,28,1,0,0,0,0,48,78,33,35,0,0,2,10,9,0,0,0,161035,1,0,183,2,0,3,42,4,0,58,19772,0,5,0,1,0,30,5,0,0,501,3,0,0,5,2,0,0,30,0,1,0,81,41,0,-1,27,0,0,0,1206,1206,0,0
278132,,,,,56,15,14,60201,0,0,37,32,0,59,0,0,0,33,0,25,58,-1,51,35,0,0,0,28,13,0,56,22,37,68,5,0,51,43,220001,43,2026,30,47,57,0,0,20,49,69,0,174,3,0,14,60,1,153451,10,0,0,46,63,49,0,0,71,0,2,0,0,75,0,278132,6,57,1,52,37,1,0,0,0,0,60,62,45,48,0,0,1,12,9,0,0,0,161035,1,0,183,1,0,2,56,2,0,74,31282,0,8,0,1,0,34,8,0,0,503,4,0,0,8,1,0,0,18,0,1,0,66,58,0,-1,33,0,0,0,1133,1133,0,19
278134,,,,,60,23,27,60201,0,0,0,53,1,70,0,0,0,55,0,549,26,-1,49,50,0,0,0,51,8,0,24,31,54,76,11,0,55,57,224001,56,2027,55,64,21,0,0,1007,63,69,0,178,3,0,12,52,44,153737,16,0,0,62,53,57,0,2,70,0,2,0,0,67,0,278134,15,26,1,57,52,2,0,0,0,0,48,72,55,42,0,0,1,7,9,0,0,0,161389,1,0,14,1,0,2,51,3,0,59,15119,0,13,0,2,0,54,6,0,0,503,3,0,0,6,0,0,0,30,0,1,0,70,22,0,27,51,0,0,21,4807,4807,0,0
278136,,,,,56,31,18,60201,0,6,0,50,1,71,0,0,0,54,0,152,54,-1,57,49,0,0,0,51,10,0,52,31,46,75,5,0,57,55,223101,58,2025,47,54,50,0,0,2508,58,71,0,178,3,0,18,49,110,155161,14,0,0,56,51,50,0,0,74,0,2,0,0,74,0,278136,5,52,1,60,45,1,0,0,0,0,50,73,55,48,0,0,0,14,9,3,0,0,161030,1,0,14,2,0,3,52,4,0,55,17356,0,10,0,1,0,49,2,0,0,500,2,0,0,2,0,0,0,30,0,1,0,72,52,0,-1,41,0,0,20,31895,31895,0,0
278137,,,,,65,14,18,60201,0,0,0,64,1,63,0,0,0,64,0,239,70,-1,63,56,0,0,0,49,13,0,60,31,48,72,15,0,53,57,223101,58,2027,59,65,65,0,0,3,65,73,0,188,0,0,10,78,83,152279,14,0,0,70,76,74,0,1,81,0,2,0,0,68,0,278137,13,62,1,72,45,1,0,0,0,0,70,74,61,66,0,0,0,8,9,0,0,0,161039,1,0,22,1,0,4,81,2,0,75,13347,0,8,0,1,0,60,3,0,0,502,3,0,0,3,2,0,0,30,0,5,0,73,54,0,-1,47,0,0,0,27664,27664,0,0
278139,,,,,58,0,2,60201,0,0,0,14,1,35,0,0,0,10,0,250,14,-1,43,12,0,0,0,20,60,0,15,14,18,66,61,0,44,25,224001,37,2024,9,10,11,0,0,1546,61,35,0,188,3,0,-1,58,1,153486,0,0,0,30,54,44,0,2,87,0,2,0,0,45,0,278139,58,26,1,48,10,0,0,0,0,0,20,20,58,14,0,0,1,59,9,3,0,0,160786,1,0,58,1,0,3,49,3,3,30,32173,0,54,0,0,0,59,4,0,93,501,3,0,0,4,0,0,0,14,0,4,0,60,14,0,-1,8,0,0,21,12646,12646,0,0
278140,,,,,62,0,41,60201,0,21,0,60,1,64,0,0,0,64,0,141,21,-1,55,59,0,0,0,62,10,0,15,18,53,74,15,0,57,51,223101,53,2025,66,65,20,0,0,1542,63,66,0,180,3,0,-1,50,1,154283,25,0,0,62,50,61,0,0,68,0,2,0,0,62,0,278140,9,22,1,63,52,2,0,0,0,0,30,72,57,51,0,0,0,9,9,0,0,0,160786,1,0,58,1,0,3,58,3,0,63,24747,0,13,0,3,0,63,3,0,0,501,4,0,0,3,0,0,0,15,0,1,0,69,18,0,-1,56,0,0,21,1661,23061,0,0
278145,,,,,70,0,1,2150301,0,0,46,11,1,59,0,0,0,8,0,192,12,-1,22,14,0,0,0,8,70,0,7,31,14,70,73,0,67,33,223101,29,2025,5,11,14,0,0,1523,73,33,0,185,3,0,-1,64,431,150356,0,0,0,17,68,49,0,2,82,0,2,0,0,48,0,278145,65,46,1,21,10,0,0,0,0,0,39,54,65,10,0,0,1,69,9,0,0,8,161350,1,0,5,1,0,2,65,3,0,24,34369,0,68,0,0,1,69,2,0,8,502,4,0,0,2,1,9,0,30,0,5,0,70,9,0,-1,5,0,0,3,23459,34369,0,0
278148,,,,,59,0,1,2150301,0,5,62,13,1,27,0,0,0,7,0,672,12,-1,18,16,0,0,0,8,59,0,10,31,13,64,59,0,49,35,223101,34,2027,8,13,15,0,0,47,59,16,0,188,3,0,-1,43,245,152506,0,0,0,14,57,43,0,2,76,0,2,0,0,35,0,278148,57,26,1,25,12,0,0,0,0,0,26,32,57,13,0,0,1,60,1,0,0,0,161333,1,0,27,2,0,2,41,2,0,21,25472,0,57,0,0,0,60,1,0,25,501,3,0,0,1,2,0,0,30,0,5,0,59,8,0,-1,8,0,0,20,3040,3040,0,0
278149,,,,,51,0,1,60201,0,0,259,13,1,22,0,0,0,8,0,669,14,-1,17,15,0,0,0,6,60,0,9,0,11,61,52,0,31,25,224001,24,2026,7,5,12,0,0,606,52,29,0,182,1,0,-1,30,2,153804,0,0,0,12,46,34,0,0,67,0,2,0,0,21,0,278149,45,31,1,22,13,0,0,0,0,0,21,33,45,13,0,0,1,51,9,0,0,0,161015,1,0,159,1,0,1,33,2,0,24,9637,0,46,0,0,0,51,6,0,2,500,2,0,0,6,2,0,0,0,0,1,0,60,8,0,-1,7,0,0,0,7064,7064,0,0
