uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
55780,Matteo Darmian,ShowDown SBC,N\A,184392,85,3,5,12,-1,8415744,0,0,0,104,3,6,104,11,2,5,83,84,84,84,85,85,81,85,84,82,86,81,83,83,87,81,67,56,82,84,88,84,71,84,87,85,67,87,51,10,10,10,10,10
55781,Kadidiatou Diani,IF,TOTW8,227361,89,12,23,25,-1,21299200,0,0,0,137,35,43,0,0,3,4,90,92,90,85,89,81,90,87,53,85,57,92,86,91,81,88,91,72,84,76,89,48,80,76,61,51,75,76,72,10,10,10,10,10
55782,Viktor Gyökeres,IF,TOTW8,241651,87,25,27,-1,-1,2097172,0,0,0,41,42,39,0,0,2,5,90,94,81,81,97,95,93,88,89,86,31,86,83,86,66,84,89,63,90,56,78,38,88,56,38,18,77,75,84,10,10,10,10,10
55783,Milos Kerkez,IF,TOTW8,260908,86,7,-1,-1,-1,147968,0,0,0,7,9,0,0,0,2,3,93,90,93,92,77,98,72,82,90,73,81,77,81,83,90,83,63,49,69,76,84,82,77,76,84,83,63,76,54,10,10,10,10,10
55784,Daniel Olmo Carvajal,IF,TOTW8,244260,86,18,14,-1,-1,17629473,0,0,0,31,32,22,0,0,3,4,82,73,88,89,64,71,58,88,55,84,59,85,89,89,82,89,80,79,45,83,90,52,82,83,52,46,83,79,69,10,10,10,10,10
55785,Ona Batlle Pascual,IF,TOTW8,253436,86,7,3,-1,-1,12723712,0,0,0,10,6,0,0,0,2,4,86,82,84,87,72,94,65,85,74,84,84,69,74,80,88,82,53,42,54,80,88,87,55,80,87,85,48,80,49,10,10,10,10,10
55786,Ashley Lawrence,IF,TOTW8,227392,86,3,-1,-1,-1,4260352,0,1024,0,5,6,0,0,0,2,4,86,86,87,88,86,86,74,86,82,84,81,74,83,79,84,79,59,71,74,82,85,85,80,82,86,82,67,79,68,10,10,10,10,10
55787,Racheal Kundananji,IF,TOTW8,272076,86,16,25,27,-1,164167682,0,0,0,27,41,38,39,0,3,5,93,93,91,81,97,84,93,84,82,84,45,83,81,88,80,88,88,78,88,64,81,39,87,64,46,39,81,81,78,10,10,10,10,10
55788,Takefusa Kubo,IF,TOTW8,237681,85,12,23,25,-1,851969,0,0,0,23,36,43,0,0,3,4,93,83,90,87,78,84,66,83,49,75,32,85,82,88,83,88,87,80,56,80,84,46,79,80,49,53,72,81,68,10,10,10,10,10
55789,Dominic Solanke,IF,TOTW8,225539,85,25,-1,-1,-1,33816592,0,0,0,42,44,0,0,0,2,3,75,87,73,74,93,91,87,89,79,85,25,90,78,86,62,87,89,54,97,67,85,25,87,67,28,25,82,64,78,10,10,10,10,10
55790,Davide Frattesi,IF,TOTW8,239807,85,14,18,-1,-1,528640,0,0,0,21,33,0,0,0,2,4,84,84,81,80,85,89,69,84,83,83,77,84,88,89,70,84,80,68,76,84,88,76,81,84,79,76,76,75,68,10,10,10,10,10
55791,Maximilian Beier,IF,TOTW8,254117,84,12,23,25,27,4325377,0,0,0,26,41,42,39,0,3,3,92,93,89,83,81,91,57,85,54,75,28,87,77,85,66,86,88,59,85,68,83,28,86,68,27,22,77,75,70,10,10,10,10,10
55792,Mathias Kvistgaarden,IF,TOTW8,257167,83,18,23,25,27,16417,0,0,0,31,41,42,39,0,2,3,90,89,93,97,84,77,70,80,97,73,56,89,78,80,75,75,88,59,86,72,92,47,88,72,64,66,80,82,67,10,10,10,10,10
55793,Carlos Miguel Coronel,IF,TOTW8,242084,83,0,-1,-1,-1,268435584,1,0,0,1,0,0,0,0,0,3,51,51,39,47,66,41,72,70,35,50,21,10,56,29,16,17,10,13,15,60,47,20,55,60,15,16,12,17,12,84,83,85,84,82
55794,Gaëtan Perrin,IF,TOTW8,232360,83,12,16,23,27,8520192,0,0,0,26,29,30,0,0,2,3,93,90,89,96,87,94,69,69,58,74,34,82,82,78,81,79,85,70,87,76,88,60,83,76,48,39,71,80,83,10,10,10,10,10
55795,Enrico Delprato,IF,TOTW8,252442,83,5,3,-1,-1,67115008,0,0,0,13,3,4,0,0,1,3,81,88,68,73,87,89,83,80,82,70,83,70,68,84,79,79,56,54,74,74,76,83,73,74,85,84,56,74,60,10,10,10,10,10
55796,Harry Wilson,IF,TOTW8,220710,83,12,23,-1,-1,38010880,0,0,0,23,24,35,0,0,2,2,91,89,86,93,78,88,70,81,56,84,51,82,83,84,85,82,82,93,59,75,82,56,92,75,58,51,81,93,84,10,10,10,10,10
55797,Tim Kleindienst,IF,TOTW8,214096,83,25,-1,-1,-1,142606352,0,0,0,41,44,0,0,0,1,5,70,86,58,60,88,95,89,89,87,91,42,89,76,88,63,76,86,65,95,67,76,42,84,67,40,30,91,68,72,10,10,10,10,10
55798,Jean-Eudes Aholou,IF,TOTW8,220905,83,10,14,-1,-1,49216,0,0,0,14,18,0,0,0,2,3,76,69,76,67,86,71,93,86,86,88,84,86,86,84,76,83,71,60,75,86,85,82,83,86,83,81,65,68,61,10,10,10,10,10
55799,Patrick Erras,IF,TOTW8,231110,83,5,10,-1,-1,134219840,0,0,0,11,13,15,0,0,1,3,75,79,41,38,77,72,94,88,67,96,86,59,76,83,57,55,53,40,85,88,89,83,66,88,87,78,25,51,42,10,10,10,10,10
55800,Alassane Ndao,IF,TOTW8,257821,83,12,23,-1,-1,196736,0,0,0,23,0,0,0,0,2,2,88,92,89,94,87,90,84,75,40,76,44,83,84,81,88,83,80,60,80,85,88,57,91,85,48,62,74,68,81,10,10,10,10,10
55801,Jorrel Hato,IF,TOTW8,272978,83,7,5,-1,-1,4199424,0,0,0,9,11,12,13,0,1,3,87,91,85,85,98,76,77,85,76,84,86,68,75,85,64,78,47,36,76,85,90,82,69,85,84,79,46,63,45,10,10,10,10,10
55802,Lars-Jørgen Salvesen,IF,TOTW8,222168,83,25,-1,-1,-1,10485776,0,0,0,42,44,0,0,0,1,3,88,80,74,83,95,94,90,86,78,79,44,84,79,80,69,78,84,72,93,63,83,54,91,63,39,32,69,86,70,10,10,10,10,10
55803,Vakoun Issouf Bayo,IF,TOTW8,246832,83,25,-1,-1,-1,2097172,0,0,0,44,0,0,0,0,2,3,89,89,88,67,93,71,89,84,85,80,28,83,68,87,77,85,85,61,91,61,89,25,90,61,25,33,84,82,85,10,10,10,10,10
55804,Andrew Robertson,Player Moments SBC,N\A,216267,86,7,-1,-1,-1,8537088,0,512,0,109,7,10,109,0,2,3,86,86,80,80,81,94,77,86,86,84,85,79,86,83,90,80,56,73,75,81,87,85,77,81,87,86,33,86,56,10,10,10,10,10
55805,Rodrigo Hernández Cascante,League Player,Ballon d'Or,231866,97,10,14,-1,-1,144802276,0,8192,0,116,14,116,118,19,3,5,87,88,71,70,88,96,88,97,90,98,95,84,90,94,80,88,81,67,92,95,97,99,99,95,98,92,80,90,80,10,10,10,10,10
55806,Aitana Bonmatí Conca,League Player,Ballon d'Or,241667,97,14,18,-1,-1,8913889,0,65536,0,121,18,121,131,32,3,5,90,90,99,92,82,90,82,97,70,91,94,97,96,97,80,98,97,82,58,96,97,80,85,96,86,71,75,83,75,10,10,10,10,10
55807,Rúben Santos Gato Alves Dias,League Player,Ballon d'Or,239818,95,5,-1,-1,-1,31888,0,32768,0,112,11,13,112,0,1,4,88,93,67,61,91,81,93,97,91,93,93,44,69,82,58,70,33,51,93,87,91,96,83,87,96,93,36,49,51,10,10,10,10,10
55808,Kylian Mbappé,League Player,Ballon d'Or,231747,95,25,27,-1,-1,50724867,0,4194304,0,141,43,141,38,39,4,4,98,98,95,84,91,91,80,95,67,90,44,96,91,94,85,95,97,75,85,80,95,30,93,80,40,37,87,88,87,10,10,10,10,10
55809,Jude Bellingham,League Player,Ballon d'Or,252371,95,18,14,-1,-1,10834560,0,64,0,131,32,33,131,21,3,5,92,91,87,83,88,97,81,96,89,92,90,96,98,94,85,94,95,88,83,98,98,85,90,98,87,85,81,90,82,10,10,10,10,10
55810,Vinícius José de Oliveira Júnior,League Player,Ballon d'Or,238794,95,27,16,25,-1,22806531,0,131072,0,139,40,139,30,41,4,4,97,97,98,88,80,91,71,90,63,87,36,93,93,94,90,97,95,68,69,85,91,44,87,85,34,25,78,87,76,10,10,10,10,10
55811,William Saliba,League Player,Ballon d'Or,243715,95,5,-1,-1,-1,8412672,0,8192,0,113,11,12,113,0,1,4,90,96,56,48,95,76,92,91,90,90,94,51,69,86,65,78,41,39,86,87,94,96,71,87,97,94,41,61,56,10,10,10,10,10
55812,Lamine Yamal,League Player,N\A,277643,95,23,12,27,-1,6553985,0,65536,0,135,36,135,38,39,4,4,95,92,97,86,92,95,75,92,70,80,31,97,94,95,99,97,95,80,58,80,97,40,97,80,35,50,61,97,86,10,10,10,10,10
55813,Erling Haaland,League Player,Ballon d'Or,239085,95,25,-1,-1,-1,52461590,0,131072,0,142,41,43,44,142,3,4,88,97,87,82,97,92,96,97,97,97,48,99,97,95,84,90,99,82,92,87,96,42,97,87,52,32,93,95,93,10,10,10,10,10
55814,Lauren James,League Player,Ballon d'Or,265249,95,23,12,18,-1,16646785,0,4,0,136,35,37,136,33,4,4,98,92,81,82,99,84,99,82,76,81,50,96,98,96,97,98,96,90,82,93,92,38,97,93,54,47,87,98,86,10,10,10,10,10
55815,Harry Kane,League Player,Ballon d'Or,202126,95,25,-1,-1,-1,17301750,0,1,0,141,43,44,141,0,3,5,90,90,81,81,98,84,96,97,90,97,45,96,92,97,86,92,97,75,97,94,91,50,96,94,50,40,91,88,95,10,10,10,10,10
55816,Caroline Graham Hansen,League Player,Ballon d'Or,227102,95,23,12,-1,-1,18677889,0,4194304,0,0,0,0,0,0,4,5,93,91,97,80,94,97,83,88,74,89,40,92,93,95,94,98,91,81,82,88,93,52,93,88,57,53,88,96,84,10,10,10,10,10
55817,Trinity Rodman,League Player,Ballon d'Or,266928,95,12,23,25,-1,30801921,0,512,0,126,24,126,36,43,3,5,96,97,94,90,94,98,88,90,86,87,48,92,93,91,92,90,94,80,80,82,95,44,92,82,50,45,80,83,85,10,10,10,10,10
55818,Marie Katoto,League Player,Ballon d'Or,246272,95,25,-1,-1,-1,23134230,0,134217728,0,143,42,143,0,0,3,5,95,90,91,80,99,97,99,90,64,92,28,99,93,94,84,91,98,85,96,83,99,40,92,83,37,32,98,84,90,10,10,10,10,10
55819,Giulia Gwinn,League Player,Ballon d'Or,247788,95,3,7,-1,-1,76195456,0,4096,0,106,5,106,9,10,3,4,93,90,95,88,98,98,76,91,84,83,94,99,84,90,97,95,75,46,91,96,97,97,84,96,96,94,85,92,80,10,10,10,10,10
55820,Sophia Wilson,League Player,Ballon d'Or,264012,95,25,12,23,-1,5046291,0,1048576,0,143,41,42,143,36,3,5,94,95,88,90,99,99,91,92,73,83,48,98,81,94,80,92,98,78,87,82,96,46,95,82,47,42,93,81,86,10,10,10,10,10
55821,Lautaro Martínez,League Player,Ballon d'Or,231478,95,25,-1,-1,-1,148963332,0,1,0,143,42,143,0,0,3,5,93,90,93,96,96,86,88,96,90,92,53,99,84,93,73,90,99,70,95,78,84,61,94,78,57,49,99,85,81,10,10,10,10,10
55822,Lindsey Horan,League Player,Ballon d'Or,231432,95,14,18,-1,-1,167773133,0,32,0,121,18,20,121,32,3,5,95,92,89,81,98,95,95,96,74,92,90,93,94,95,85,94,90,92,99,96,96,76,92,96,78,66,90,73,80,10,10,10,10,10
55823,Tarciane Karen dos Santos de Lima,League Player,N\A,274753,95,5,-1,-1,-1,29696,0,134217728,0,112,13,112,0,0,1,3,90,90,75,70,90,89,90,88,93,74,96,67,50,87,84,72,50,41,94,88,88,95,48,88,96,92,33,74,76,10,10,10,10,10
55824,Salma Celeste Paralluelo Ayingono,League Player,N\A,269404,95,27,16,25,-1,6881536,0,1,0,139,139,30,41,0,3,5,94,95,98,83,98,86,94,86,58,90,46,86,95,95,87,95,95,85,82,91,95,47,95,91,47,44,90,98,82,10,10,10,10,10
55825,Chris Wood,PL POTM SBC,N\A,192123,85,25,-1,-1,-1,2621445,0,16,0,144,42,144,0,0,2,4,80,85,74,70,91,74,95,90,84,88,51,89,80,89,60,85,88,80,97,60,89,49,94,60,38,36,84,86,88,10,10,10,10,10
55826,Rodrigo Hernández Cascante,FUT Centurions,Centurions,231866,92,10,14,-1,-1,136323460,0,32768,0,116,14,15,116,18,3,4,80,80,71,71,85,93,85,94,87,95,90,77,88,91,78,85,75,65,86,93,95,97,93,93,92,87,72,88,63,10,10,10,10,10
55827,Caroline Graham Hansen,FUT Centurions,Centurions,227102,92,23,12,-1,-1,21823489,0,1048576,0,136,35,37,136,26,4,5,92,90,96,78,88,90,78,85,69,86,37,90,91,92,92,95,90,80,75,86,91,48,90,86,53,51,85,94,81,10,10,10,10,10
55828,Darwin Núñez,FUT Centurions SBC,N\A,253072,87,25,-1,-1,-1,42106884,0,4194304,0,144,41,42,144,0,3,4,91,95,80,72,95,90,88,87,87,82,50,91,83,85,74,84,86,65,86,75,80,44,90,75,53,41,82,80,83,10,10,10,10,10
55829,Lautaro Martínez,FUT Centurions,Centurions,231478,91,25,-1,-1,-1,10551300,0,1,0,143,44,143,0,0,3,4,87,84,92,94,95,85,87,94,89,90,50,94,82,91,71,87,95,68,88,76,82,57,90,76,53,46,94,83,76,10,10,10,10,10
55830,Gianluigi Donnarumma,FUT Centurions,Centurions,230621,90,0,-1,-1,-1,536870912,3,0,8,101,2,101,0,0,1,3,52,57,57,38,73,41,75,84,30,65,26,14,60,30,12,28,12,14,12,34,36,21,55,34,14,16,8,12,24,91,86,75,91,88
55831,Gaëtane Thiney,FUT Centurions,N\A,227326,86,18,14,-1,-1,328225,0,524288,0,131,32,131,21,22,3,3,81,82,76,75,83,81,88,91,62,88,64,92,89,89,85,88,86,83,89,84,90,68,83,84,72,61,84,89,85,10,10,10,10,10
55832,Luka Modric,FUT Centurions,Centurions,177003,89,14,10,18,-1,16781984,0,65536,0,121,18,121,31,32,3,4,84,78,94,94,73,83,63,87,68,93,83,84,92,92,88,86,82,80,58,92,92,74,88,92,77,76,82,88,90,10,10,10,10,10
55833,Heung Min Son,FUT Centurions,Centurions,200104,89,25,16,27,-1,5898240,0,1,0,143,41,143,30,40,3,5,88,90,83,78,84,90,72,92,65,90,43,93,85,87,87,89,92,77,76,75,86,49,91,75,37,36,85,90,77,10,10,10,10,10
55834,Wendie Renard,FUT Centurions,Centurions,227316,89,5,10,-1,-1,134222992,0,8192,0,112,11,13,112,0,2,3,78,82,58,50,80,78,92,88,87,87,92,71,60,76,61,70,64,59,95,85,81,94,81,85,93,84,56,67,68,10,10,10,10,10
55835,Bruno Miguel Borges Fernandes,FUT Centurions,Centurions,212198,88,18,14,-1,-1,9175240,0,32,0,131,32,33,131,21,3,4,80,77,85,82,75,96,70,93,88,84,64,90,97,91,84,86,88,84,64,92,91,63,88,92,72,67,90,87,93,10,10,10,10,10
55836,Rafael da Conceição Leão,FUT Centurions,Centurions,241721,88,27,16,25,-1,5505569,0,131072,0,139,40,139,30,43,4,4,95,95,86,85,91,78,84,85,62,84,25,78,87,88,87,90,86,62,74,73,86,24,82,73,26,23,76,82,66,10,10,10,10,10
55837,Christine Sinclair,FUT Centurions,Centurions,226359,88,25,14,18,-1,18939953,0,4,0,144,41,43,144,22,3,5,82,82,80,80,90,85,97,83,71,93,56,93,90,91,81,87,90,80,84,88,93,48,95,88,40,39,91,84,91,10,10,10,10,10
55838,Thomas Müller,FUT Centurions,Centurions,189596,87,18,25,-1,-1,16842849,0,4,0,132,31,132,42,43,3,4,80,80,80,80,76,82,70,94,65,93,61,96,92,86,90,83,88,63,83,84,90,50,85,84,60,49,88,86,74,10,10,10,10,10
55839,Lea Schüller,FUT Centurions,Centurions,244302,87,25,-1,-1,-1,35717140,0,4194304,0,142,41,43,44,142,3,4,87,89,88,87,93,84,77,91,56,84,32,95,70,91,67,85,96,66,90,62,78,25,84,62,27,28,76,80,77,10,10,10,10,10
55840,Jonathan Tah,FUT Centurions,Centurions,213331,87,5,-1,-1,-1,11392,0,134217728,0,111,12,13,111,0,1,3,75,88,62,55,88,77,94,88,84,83,88,38,73,75,46,63,34,34,90,83,86,90,63,83,88,84,56,45,40,10,10,10,10,10
55841,Ferran Torres García,FUT Centurions,Centurions,241461,86,27,16,23,25,17498113,0,0,0,139,38,139,36,0,3,4,90,87,88,83,87,82,76,86,60,85,37,87,83,84,83,85,86,65,78,82,82,38,84,82,27,31,77,82,77,10,10,10,10,10
55842,Katie McCabe,FUT Centurions,Centurions,265239,86,7,16,27,-1,67289728,0,0,0,110,9,110,29,40,3,3,85,84,90,86,84,95,80,87,97,86,86,80,70,81,88,80,77,76,78,81,85,92,76,81,86,80,70,82,75,10,10,10,10,10
55843,Jesús Navas González,FUT Centurions,Centurions,146536,86,3,12,-1,-1,8521408,0,0,0,106,4,5,106,23,3,3,91,90,87,88,75,87,65,85,84,86,83,83,87,87,91,86,70,52,78,82,87,83,82,82,83,81,82,88,61,10,10,10,10,10
55844,Stanislav Lobotka,FUT Centurions,Centurions,216435,85,14,10,-1,-1,8986688,0,0,0,120,19,120,15,16,3,4,83,78,88,90,76,97,76,88,87,88,85,80,88,88,80,86,71,57,48,90,90,83,76,90,85,82,45,80,60,10,10,10,10,10
55845,Gerard Moreno Balagueró,FUT Centurions,Centurions,208093,85,25,18,23,-1,589861,0,16777216,0,141,43,141,32,36,3,4,84,83,86,84,90,81,76,87,63,87,44,90,82,86,81,87,90,65,86,81,81,46,88,81,43,43,82,82,86,10,10,10,10,10
55846,Jorge Resurrección,FUT Centurions,Centurions,193747,85,10,14,-1,-1,8429952,0,64,0,115,16,115,19,20,3,4,81,80,82,85,76,86,80,87,80,89,84,78,88,88,88,84,70,80,63,87,88,82,84,87,84,73,59,87,69,10,10,10,10,10
55847,Gianluca Mancini,FUT Centurions,Centurions,229582,85,5,-1,-1,-1,61568,0,0,0,113,11,12,113,0,1,3,80,82,54,65,88,84,88,87,95,88,88,34,70,83,42,67,51,42,84,86,82,87,54,86,87,82,44,46,51,10,10,10,10,10
55848,Kevin Danso,FUT Centurions,Centurions,237985,84,5,-1,-1,-1,134269056,0,0,0,112,11,13,112,0,1,3,75,86,57,53,90,80,93,87,90,84,84,48,65,73,47,64,29,33,86,66,75,83,55,66,86,81,35,49,47,10,10,10,10,10
55849,Weston McKennie,FUT Centurions,Centurions,238744,84,14,10,-1,-1,75505920,0,0,0,122,18,122,14,0,2,3,83,82,78,80,95,88,84,84,87,83,83,85,82,86,84,85,78,68,90,83,84,83,83,83,86,82,83,84,68,10,10,10,10,10
55850,Emre Can,FUT Centurions,Centurions,208333,84,10,5,-1,-1,2113728,0,32768,0,114,16,114,12,0,2,4,72,87,75,78,90,82,88,83,93,85,84,74,78,80,66,77,76,66,85,78,83,83,87,78,88,88,75,79,83,10,10,10,10,10
55851,Arnau Martínez López,FUT Centurions,Centurions,260815,84,3,5,-1,-1,8529408,0,0,0,104,5,104,12,0,2,3,89,86,80,78,94,88,76,86,77,82,84,67,72,82,85,81,55,43,83,73,83,80,62,73,86,85,39,78,55,10,10,10,10,10
55852,Melvin Bard,FUT Centurions,Centurions,254548,84,7,16,-1,-1,67130880,0,0,0,109,8,10,109,27,2,4,85,87,85,88,85,89,83,84,86,80,85,78,73,82,78,81,49,35,66,78,80,85,77,78,87,84,44,75,49,10,10,10,10,10
55853,David Beckham,Squad Found. C.L.,CenturionsIcon,250,91,12,14,23,-1,8389259,0,32,0,123,24,25,123,21,3,4,83,87,80,84,84,93,78,93,81,94,74,90,94,91,97,87,86,96,77,95,92,71,88,95,73,67,83,97,90,10,10,10,10,10
55854,Julie Foudy,Squad Found. C.L.,CenturionsIcon,71608,91,14,10,-1,-1,10555424,0,128,0,118,19,21,118,16,3,4,81,83,87,87,80,93,80,90,81,87,80,90,95,90,83,88,87,81,78,95,95,80,85,95,83,76,70,83,89,10,10,10,10,10
55855,Franck Ribéry,Squad Found. C.L.,CenturionsIcon,156616,91,16,27,-1,-1,21233704,0,65536,0,129,27,30,129,40,4,5,92,90,91,90,54,84,67,87,66,87,41,86,91,93,82,92,88,87,52,84,91,43,84,84,40,35,90,84,83,10,10,10,10,10
55856,Ruud van Nistelrooy,Squad Found. C.L.,CenturionsIcon,10264,90,25,-1,-1,-1,34242579,0,2097152,0,142,41,44,142,0,3,3,86,87,82,80,78,80,84,93,80,86,32,92,71,88,72,85,95,76,90,58,81,29,91,58,38,32,92,80,86,10,10,10,10,10
55857,Michael Laudrup,Squad Found. C.L.,CenturionsIcon,222000,89,18,27,-1,-1,786529,0,1048576,0,131,32,33,131,40,4,4,87,86,88,85,64,80,66,88,41,91,36,87,95,92,93,93,84,80,68,83,91,37,77,83,40,37,86,90,88,10,10,10,10,10
55858,Pavel Nedved,Squad Found. C.L.,CenturionsIcon,6235,89,16,18,27,-1,9044488,0,4,0,127,29,127,31,38,3,5,87,86,83,81,67,90,72,87,83,85,64,88,90,92,88,91,81,87,77,87,88,63,90,87,53,50,81,88,83,10,10,10,10,10
55859,Edwin van der Sar,Squad Found. C.L.,CenturionsIcon,51539,89,0,-1,-1,-1,805306368,9,0,2,101,2,101,0,0,1,3,40,39,41,44,73,41,74,82,25,64,24,15,68,30,10,8,6,9,10,46,46,10,59,46,10,10,11,8,17,86,88,81,87,93
55860,Bastian Schweinsteiger,Squad Found. C.L.,CenturionsIcon,121944,89,14,12,16,-1,10489988,0,64,0,118,21,22,118,27,3,4,77,79,83,84,84,92,82,93,86,90,87,84,90,90,84,84,79,85,79,92,92,83,92,92,84,82,86,88,76,10,10,10,10,10
55861,Hernán Crespo,Squad Found. C.L.,CenturionsIcon,7512,88,25,-1,-1,-1,37748757,0,134217728,0,142,41,43,44,142,3,4,89,88,90,88,87,80,78,88,50,91,32,92,82,87,75,88,93,66,92,56,73,31,87,56,33,32,86,73,87,10,10,10,10,10
55862,Gianluca Zambrotta,Squad Found. C.L.,CenturionsIcon,250890,87,3,7,-1,-1,2247168,0,8388608,0,105,3,4,105,7,3,5,87,88,80,78,78,88,82,85,86,85,86,80,78,85,86,83,61,61,78,80,82,85,81,80,90,88,70,81,70,10,10,10,10,10
55863,Sol Campbell,Squad Found. C.L.,CenturionsIcon,243029,87,5,-1,-1,-1,134252560,0,16384,0,111,12,13,111,0,1,3,80,86,54,57,88,81,94,88,88,86,87,35,60,67,52,52,43,31,90,70,74,90,61,70,86,91,41,38,49,10,10,10,10,10
55865,Juan Sebastián Verón,Squad Found. C.L. SB,N\A,243027,88,14,18,-1,-1,17039560,0,32,0,121,18,121,31,32,3,4,81,80,79,78,70,88,82,88,89,90,85,83,88,92,83,86,77,87,72,90,90,77,93,90,83,71,78,86,90,10,10,10,10,10
55867,Iñaki Williams Arthuer,FUT Centurions,N\A,216201,85,12,16,23,25,21102595,0,0,0,126,23,126,36,41,3,3,94,95,80,78,98,91,87,86,81,84,33,90,77,85,83,87,86,61,88,65,78,48,90,65,54,42,83,85,71,10,10,10,10,10
55868,Aïssatou Tounkara,normal,N\A,236648,76,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,67,62,52,64,83,70,81,73,73,76,74,35,37,66,42,59,32,30,73,74,75,80,43,74,81,76,36,33,41,10,10,10,10,10
55869,Leonardo Jara,normal,N\A,215331,69,3,-1,-1,-1,0,0,0,0,3,0,0,0,0,2,3,53,61,56,51,72,81,80,67,74,67,63,66,66,71,67,65,54,40,64,65,67,68,75,65,70,68,55,57,45,10,10,10,10,10
55870,Joaquín Torres,normal,N\A,233090,67,18,25,-1,-1,327681,0,0,0,31,41,0,0,0,2,2,82,75,90,90,58,64,42,64,40,68,34,61,63,71,59,74,61,42,52,60,64,31,60,60,30,32,52,66,39,10,10,10,10,10
55871,Kelley O'Hara,End of an Era SBC,N\A,226318,87,3,7,-1,-1,71304256,0,131072,0,105,6,105,9,10,2,3,89,90,85,84,89,84,82,82,70,88,82,61,70,86,85,81,55,70,81,82,84,86,83,82,86,87,66,84,51,10,10,10,10,10
55872,Jude Bellingham,IF,TOTW9,252371,91,18,14,-1,-1,348160,0,8388608,0,131,32,33,131,0,3,4,83,82,83,80,85,94,78,92,86,88,84,92,91,90,67,90,91,69,77,90,90,79,86,90,81,79,78,74,75,10,10,10,10,10
55873,Mohamed Salah,IF,TOTW9,209331,90,23,12,-1,-1,16908290,0,1,0,136,136,26,0,0,3,3,90,90,90,92,80,88,74,94,64,89,57,93,87,87,82,89,91,71,62,79,88,40,83,79,45,43,84,86,82,10,10,10,10,10
55874,Marie Katoto,IF,TOTW9,246272,89,25,-1,-1,-1,153092096,0,16,0,143,42,143,0,0,3,4,89,83,85,69,96,72,86,83,45,86,28,93,81,88,73,85,92,74,93,72,87,38,86,72,36,31,93,73,84,10,10,10,10,10
55875,Rose Lavelle,IF,TOTW9,232075,88,14,18,-1,-1,590112,0,64,0,22,132,31,0,0,3,4,86,87,81,86,65,81,55,85,64,80,49,87,88,88,76,91,84,71,45,87,93,42,76,87,49,46,70,74,76,10,10,10,10,10
55876,Lauren Hemp,IF,TOTW9,257008,87,16,27,-1,-1,21627393,0,0,0,30,39,0,0,0,3,3,92,91,91,92,79,89,64,87,63,71,70,85,85,89,94,88,78,82,64,81,83,57,85,81,70,58,71,88,70,10,10,10,10,10
55877,João Pedro Junqueira de Jesus,IF,TOTW9,252042,86,25,16,18,-1,131140,0,0,0,41,43,33,0,0,2,4,87,85,90,72,94,84,73,86,46,87,29,89,78,86,73,94,89,55,99,72,86,29,89,72,39,34,83,78,97,10,10,10,10,10
55878,Gabriele Zappa,IF,TOTW9,252964,86,3,12,-1,-1,8519684,0,0,0,5,25,0,0,0,1,2,80,96,84,62,80,99,81,84,84,74,86,90,70,83,88,85,68,49,69,74,83,79,89,74,85,82,63,79,60,10,10,10,10,10
55879,Laura Freigang,SIF,TOTW9,261773,86,18,25,-1,-1,2884608,0,0,0,31,43,0,0,0,3,3,87,86,79,85,98,90,88,90,49,85,24,92,84,89,54,86,91,73,95,82,87,25,83,82,25,21,82,74,73,10,10,10,10,10
55880,Ángel Di María,IF,TOTW9,183898,86,23,12,18,-1,18153507,0,0,0,35,25,31,0,0,4,2,84,80,93,77,72,76,64,83,75,91,44,83,91,93,87,92,77,90,55,83,89,43,83,83,57,54,81,94,84,10,10,10,10,10
55881,Marc Cucurella Saseta,IF,TOTW9,239231,85,7,-1,-1,-1,44047360,0,0,0,9,0,0,0,0,2,3,84,79,86,87,80,93,71,85,85,82,82,80,82,86,86,83,58,67,71,84,88,82,74,84,85,82,58,84,60,10,10,10,10,10
55882,Kang In Lee,IF,TOTW9,243780,84,23,12,14,18,16843264,0,0,0,37,22,33,0,0,3,3,84,83,89,91,77,80,64,80,79,85,59,85,84,86,83,86,82,81,73,83,84,50,85,83,57,47,82,86,77,10,10,10,10,10
55883,Igor Zubeldia Elorza,IF,TOTW9,233738,84,5,-1,-1,-1,32960,0,0,0,11,12,13,0,0,1,3,79,84,79,79,89,84,85,85,90,78,87,68,78,78,70,76,67,70,78,83,88,85,81,83,83,80,51,79,55,10,10,10,10,10
55884,Moise Kean,IF,TOTW9,236610,84,25,-1,-1,-1,262150,0,0,0,42,0,0,0,0,2,3,89,92,85,86,98,83,84,79,65,79,35,88,65,82,54,84,84,49,89,52,76,45,92,52,41,34,79,77,71,10,10,10,10,10
